# sample1 			| sample2 			| total SNPs 	| mismatched SNPs 	| mismatch % 	| Hom Hom (ex: 00 11) 	| Hom Homs % 	| Het Hom Lap (ex: 00 01) 	| Het Hom Lap % 	| Het Hom non Lap (ex 00 12) 	| Het Hom non Lap % 	| Het Het (ex: 01 12 or 01 23) 	| Het Het %
Ceyx.erit.KU.14306  | Ceyx.erit.KU.12646 | 2558          | 589               | 23.03%        | 273                   | 10.67%        | 316                       | 12.35%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.KU.12774 | 2619          | 591               | 22.57%        | 283                   | 10.81%        | 308                       | 11.76%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.KU.12796 | 2611          | 593               | 22.71%        | 271                   | 10.38%        | 322                       | 12.33%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.KU.19295 | 2571          | 591               | 22.99%        | 292                   | 11.36%        | 299                       | 11.63%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.KU.19310 | 2658          | 596               | 22.42%        | 302                   | 11.36%        | 294                       | 11.06%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.KU.19363 | 2596          | 586               | 22.57%        | 301                   | 11.59%        | 285                       | 10.98%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.38586 | 2619          | 621               | 23.71%        | 266                   | 10.16%        | 355                       | 13.55%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.51075 | 2615          | 587               | 22.45%        | 280                   | 10.71%        | 307                       | 11.74%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.51088 | 2630          | 606               | 23.04%        | 279                   | 10.61%        | 327                       | 12.43%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.47161 | 2263          | 502               | 22.18%        | 233                   | 10.30%        | 269                       | 11.89%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.47231 | 2586          | 632               | 24.44%        | 286                   | 11.06%        | 346                       | 13.38%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.51008 | 2608          | 626               | 24.00%        | 268                   | 10.28%        | 358                       | 13.73%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.51025 | 2493          | 607               | 24.35%        | 259                   | 10.39%        | 348                       | 13.96%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.58557 | 2647          | 637               | 24.06%        | 283                   | 10.69%        | 354                       | 13.37%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.58647 | 2553          | 597               | 23.38%        | 244                   | 9.56%         | 353                       | 13.83%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.74725 | 2410          | 572               | 23.73%        | 254                   | 10.54%        | 318                       | 13.20%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.78748 | 2604          | 637               | 24.46%        | 274                   | 10.52%        | 363                       | 13.94%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.LSU.47126 | 2679          | 633               | 23.63%        | 282                   | 10.53%        | 351                       | 13.10%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.S07-1C  | 2627          | 585               | 22.27%        | 315                   | 11.99%        | 270                       | 10.28%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.UW-67478 | 1292          | 256               | 19.81%        | 136                   | 10.53%        | 120                       | 9.29%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.14306  | Ceyx.erit.UW-67495 | 1504          | 319               | 21.21%        | 161                   | 10.70%        | 158                       | 10.51%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.12359 | 2829          | 392               | 13.86%        | 71                    | 2.51%         | 321                       | 11.35%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.12370 | 2747          | 355               | 12.92%        | 60                    | 2.18%         | 295                       | 10.74%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.LSU.57033 | 2797          | 370               | 13.23%        | 75                    | 2.68%         | 295                       | 10.55%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.LSU.57040 | 2828          | 376               | 13.30%        | 65                    | 2.30%         | 311                       | 11.00%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.LSU.57065 | 2685          | 332               | 12.36%        | 55                    | 2.05%         | 277                       | 10.32%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.12576 | 2817          | 346               | 12.28%        | 76                    | 2.70%         | 270                       | 9.58%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.12622 | 2720          | 386               | 14.19%        | 93                    | 3.42%         | 293                       | 10.77%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.12646 | 2744          | 367               | 13.37%        | 76                    | 2.77%         | 291                       | 10.60%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.12774 | 2783          | 377               | 13.55%        | 89                    | 3.20%         | 288                       | 10.35%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.12796 | 2791          | 378               | 13.54%        | 82                    | 2.94%         | 296                       | 10.61%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.19295 | 2740          | 361               | 13.18%        | 90                    | 3.28%         | 271                       | 9.89%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.19310 | 2841          | 364               | 12.81%        | 100                   | 3.52%         | 264                       | 9.29%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.KU.19363 | 2777          | 357               | 12.86%        | 98                    | 3.53%         | 259                       | 9.33%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.LSU.38586 | 2788          | 378               | 13.56%        | 63                    | 2.26%         | 315                       | 11.30%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.LSU.51075 | 2806          | 366               | 13.04%        | 82                    | 2.92%         | 284                       | 10.12%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.LSU.51088 | 2811          | 376               | 13.38%        | 81                    | 2.88%         | 295                       | 10.49%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12346  | Ceyx.erit.LSU.47161 | 2466          | 326               | 13.22%        | 68                    | 2.76%         | 258                       | 10.46%            | 0                             | 0.00%                 | 0                             | 0.00%              
